1, 1, 1, 0.00001
2, 2, 2, 0.00000
3, 3, 3, 0.00001
4, 4, 4, 0.00001
5, 5, 5, 0.00001
6, 6, 6, 0.00001
7, 7, 7, 0.00001
8, 8, 8, 0.00001
9, 9, 9, 0.00001
10, 10, 10, 0.00001
11, 11, 11, 0.00001
12, 12, 12, 0.00001
13, 13, 13, 0.00001
14, 14, 14, 0.00001
15, 15, 15, 0.00001
16, 16, 16, 0.00001
17, 17, 17, 0.00002
18, 18, 18, 0.00002
19, 19, 19, 0.00002
20, 20, 20, 0.00002
21, 21, 21, 0.00002
22, 22, 22, 0.00002
23, 23, 23, 0.00002
24, 24, 24, 0.00002
25, 25, 25, 0.00002
26, 26, 26, 0.00002
27, 27, 27, 0.00002
28, 28, 28, 0.00002
29, 29, 29, 0.00002
30, 30, 30, 0.00002
31, 31, 31, 0.00002
32, 32, 32, 0.00003
33, 33, 33, 0.00004
34, 34, 34, 0.00003
35, 35, 35, 0.00003
36, 36, 36, 0.00003
37, 37, 37, 0.00003
38, 38, 38, 0.00003
39, 39, 39, 0.00003
40, 40, 40, 0.00004
41, 41, 41, 0.00003
42, 42, 42, 0.00003
43, 43, 43, 0.00003
44, 44, 44, 0.00003
45, 45, 45, 0.00003
46, 46, 46, 0.00003
47, 47, 47, 0.00003
48, 48, 48, 0.00004
49, 49, 49, 0.00004
50, 50, 50, 0.00004
51, 51, 51, 0.00004
52, 52, 52, 0.00004
53, 53, 53, 0.00004
54, 54, 54, 0.00004
55, 55, 55, 0.00004
56, 56, 56, 0.00005
57, 57, 57, 0.00005
58, 58, 58, 0.00005
59, 59, 59, 0.00005
60, 60, 60, 0.00005
61, 61, 61, 0.00005
62, 62, 62, 0.00005
63, 63, 63, 0.00005
64, 64, 64, 0.00006
65, 65, 65, 0.00006
66, 66, 66, 0.00006
67, 67, 67, 0.00006
68, 68, 68, 0.00006
69, 69, 69, 0.00006
70, 70, 70, 0.00006
71, 71, 71, 0.00006
72, 72, 72, 0.00006
73, 73, 73, 0.00007
74, 74, 74, 0.00006
75, 75, 75, 0.00006
76, 76, 76, 0.00006
77, 77, 77, 0.00006
78, 78, 78, 0.00006
79, 79, 79, 0.00006
80, 80, 80, 0.00007
81, 81, 81, 0.00007
82, 82, 82, 0.00007
83, 83, 83, 0.00007
84, 84, 84, 0.00008
85, 85, 85, 0.00011
86, 86, 86, 0.00007
87, 87, 87, 0.00007
88, 88, 88, 0.00007
89, 89, 89, 0.00007
90, 90, 90, 0.00007
91, 91, 91, 0.00007
92, 92, 92, 0.00007
93, 93, 93, 0.00007
94, 94, 94, 0.00007
95, 95, 95, 0.00007
96, 96, 96, 0.00009
97, 97, 97, 0.00009
98, 98, 98, 0.00009
99, 99, 99, 0.00009
100, 100, 100, 0.00010
101, 101, 101, 0.00009
102, 102, 102, 0.00009
103, 103, 103, 0.00009
104, 104, 104, 0.00009
105, 105, 105, 0.00009
106, 106, 106, 0.00009
107, 107, 107, 0.00009
108, 108, 108, 0.00009
109, 109, 109, 0.00010
110, 110, 110, 0.00009
111, 111, 111, 0.00009
112, 112, 112, 0.00011
113, 113, 113, 0.00012
114, 114, 114, 0.00011
115, 115, 115, 0.00011
116, 116, 116, 0.00010
