
id: 5
num_1: 34197	| 0000000017749383 cfc771d1266ed6b5 e6503424c62eef89 d11f3f7d770f418a ...
    5	     0.022
   13	     0.087
   21	     0.149
   29	     0.239
   37	     0.267
   45	     0.379
   53	     0.429
   61	     0.441
   69	     0.522
   77	     0.630
   85	     0.667
   93	     0.743
  101	     0.811
  109	     0.796
  117	     0.948
  125	     1.031
  133	     1.112
  141	     1.024
  149	     1.145
  157	     1.158
  165	     1.182
  173	     1.292
  181	     1.366
  189	     1.421
  197	     1.502
  205	     1.512
  213	     1.789
  221	     1.826
  229	     1.643
  237	     1.795
  245	     1.999
  253	     1.992
  261	     2.093
  269	     2.107
  277	     2.151
  285	     2.049
  293	     2.262
  301	     2.449
  309	     2.356
  317	     2.412
  325	     2.361
  333	     2.309
  341	     2.600
  349	     2.641
  357	     3.069
  365	     3.281
  373	     2.964
  381	     2.972
  389	     3.140
  397	     3.004
  405	     2.815
  413	     1.848
  421	     1.279
  429	     2.301
  437	     2.954
  445	     3.650
  453	     3.791
  461	     3.711
  469	     3.776
  477	     4.167
  485	     4.526
  493	     4.323
  501	     4.188
  509	     4.498
  517	     4.557
  525	     4.592
  533	     4.628
  541	     4.712
  549	     5.137
  557	     4.649
  565	     4.945
  573	     4.649
  581	     5.024
  589	     5.130
  597	     5.509
  605	     5.441
  613	     5.281
  621	     5.495
  629	     5.469
  637	     5.635
  645	     5.597
  653	     5.525
  661	     5.797
  669	     5.841
  677	     5.631
  685	     5.742
  693	     5.935
  701	     5.956
  709	     6.019
  717	     6.025
  725	     6.351
  733	     6.720
  741	     6.988
  749	     6.359
  757	     6.497
  765	     6.401
  773	     6.619
  781	     7.155
  789	     7.201
  797	     7.806
  805	     6.894
  813	     6.696
  821	     6.563
  829	     6.314
  837	     3.090
  845	     4.460
  853	     6.319
  861	     7.140
  869	     6.971
  877	     7.833
  885	     7.521
  893	     7.479
  901	     7.764
  909	     7.579
  917	     8.005
  925	     7.784
  933	     7.950
  941	     8.161
  949	     8.130
  957	     8.449
  965	     8.616
  973	     8.717
  981	     9.526
  989	     9.370
  997	     8.915
 1005	     8.639
 1013	     9.252
 1021	     9.533
 1029	     8.983
 1037	     9.364
 1045	     9.451
 1053	     9.434
 1061	     9.393
 1069	     9.984
 1077	     9.123
 1085	     9.231
 1093	     9.327
 1101	     8.860
 1109	     9.331
 1117	     9.545
 1125	     9.169
 1133	    10.267
 1141	    10.164
 1149	     9.924
 1157	    10.374
 1165	    10.235
 1173	    10.431
 1181	    10.430
 1189	    10.623
 1197	    10.194
 1205	    10.719
 1213	    10.318
 1221	    10.594
 1229	    10.878
 1237	    10.567
 1245	    10.420
 1253	     6.796
 1261	     6.313
 1269	     8.557
 1277	    10.907
 1285	    12.006
 1293	    12.549
 1301	    11.667
 1309	    11.852
 1317	    12.573
 1325	    11.786
 1333	    12.301
 1341	    12.377
 1349	    12.172
 1357	    13.357
 1365	    14.014
 1373	    13.135
 1381	    12.938
 1389	    12.560
 1397	    12.959
 1405	    12.615
 1413	    12.823
 1421	    12.564
 1429	    12.704
 1437	    12.915
 1445	    13.321
 1453	    12.754
 1461	    13.251
 1469	    12.719
 1477	    12.899
 1485	    13.005
 1493	    13.652
 1501	    13.708
 1509	    13.351
 1517	    13.378
 1525	    13.446
 1533	    14.271
 1541	    13.905
 1549	    13.797
 1557	    13.665
 1565	    14.230
 1573	    14.399
