make build --directory=src -s
 linking num object lib
building num exec src

1, 0.00001
2, 0.00000
3, 0.00000
4, 0.00000
5, 0.00001
6, 0.00001
7, 0.00001
8, 0.00001
9, 0.00001
10, 0.00001
11, 0.00001
12, 0.00001
13, 0.00001
14, 0.00001
15, 0.00001
16, 0.00001
17, 0.00002
18, 0.00001
19, 0.00001
20, 0.00001
21, 0.00001
22, 0.00001
23, 0.00001
24, 0.00002
25, 0.00002
26, 0.00002
27, 0.00002
28, 0.00002
29, 0.00002
30, 0.00002
31, 0.00002
32, 0.00003
33, 0.00003
34, 0.00007
35, 0.00003
36, 0.00002
37, 0.00003
38, 0.00002
39, 0.00002
40, 0.00003
41, 0.00003
42, 0.00003
43, 0.00004
44, 0.00003
45, 0.00004
46, 0.00003
47, 0.00003
48, 0.00004
49, 0.00004
50, 0.00004
51, 0.00004
52, 0.00004
53, 0.00005
54, 0.00004
55, 0.00005
56, 0.00005
57, 0.00005
58, 0.00005
59, 0.00005
60, 0.00005
61, 0.00005
62, 0.00005
63, 0.00005
64, 0.00006
65, 0.00006
66, 0.00005
67, 0.00006
68, 0.00005
69, 0.00007
70, 0.00005
71, 0.00005
72, 0.00006
73, 0.00005
74, 0.00006
75, 0.00006
76, 0.00005
77, 0.00006
78, 0.00006
79, 0.00005
80, 0.00007
81, 0.00007
82, 0.00007
83, 0.00007
84, 0.00007
85, 0.00007
86, 0.00007
87, 0.00008
88, 0.00007
89, 0.00007
90, 0.00007
91, 0.00007
92, 0.00007
93, 0.00007
94, 0.00007
95, 0.00007
96, 0.00009
97, 0.00010
98, 0.00009
99, 0.00009
100, 0.00009
101, 0.00009
102, 0.00009
103, 0.00009
104, 0.00010
105, 0.00010
106, 0.00011
107, 0.00010
108, 0.00011
109, 0.00011
110, 0.00011
111, 0.00011
112, 0.00013
113, 0.00010
114, 0.00011
115, 0.00011
116, 0.00011
117, 0.00010
118, 0.00010
119, 0.00011
120, 0.00012
121, 0.00010
122, 0.00011
123, 0.00010
124, 0.00010
125, 0.00010
126, 0.00010
127, 0.00010
128, 0.00020
129, 0.00012
130, 0.00012
131, 0.00013
132, 0.00012
133, 0.00012
134, 0.00013
135, 0.00012
136, 0.00015
137, 0.00014
138, 0.00014
139, 0.00014
140, 0.00016
141, 0.00014
142, 0.00014
143, 0.00014
144, 0.00014
145, 0.00014
146, 0.00019
147, 0.00014
148, 0.00014
149, 0.00014
150, 0.00014
151, 0.00014
152, 0.00023
153, 0.00016
154, 0.00016
155, 0.00017
156, 0.00017
157, 0.00018
158, 0.00017
159, 0.00019
160, 0.00017
161, 0.00016
162, 0.00020
163, 0.00016
164, 0.00017
165, 0.00016
166, 0.00017
167, 0.00018
168, 0.00020
169, 0.00019
170, 0.00019
171, 0.00020
172, 0.00019
173, 0.00019
174, 0.00019
175, 0.00019
176, 0.00020
177, 0.00019
178, 0.00019
179, 0.00019
180, 0.00019
181, 0.00019
182, 0.00019
183, 0.00019
184, 0.00022
185, 0.00023
186, 0.00022
187, 0.00023
188, 0.00022
189, 0.00023
190, 0.00022
191, 0.00022
192, 0.00022
193, 0.00039
194, 0.00036
195, 0.00034
196, 0.00037
197, 0.00031
198, 0.00031
199, 0.00031
200, 0.00031
201, 0.00032
202, 0.00031
203, 0.00031
204, 0.00031
205, 0.00031
206, 0.00031
207, 0.00032
208, 0.00031
209, 0.00031
210, 0.00031
211, 0.00032
212, 0.00034
213, 0.00031
214, 0.00031
215, 0.00031
216, 0.00031
217, 0.00035
218, 0.00033
219, 0.00033
220, 0.00031
221, 0.00033
222, 0.00031
223, 0.00031
224, 0.00033
225, 0.00033
226, 0.00032
227, 0.00031
228, 0.00035
229, 0.00031
230, 0.00032
231, 0.00032
232, 0.00031
233, 0.00031
234, 0.00032
235, 0.00032
236, 0.00038
237, 0.00035
238, 0.00032
239, 0.00031
240, 0.00032
241, 0.00032
242, 0.00031
243, 0.00032
244, 0.00032
245, 0.00031
246, 0.00031
247, 0.00033
248, 0.00031
249, 0.00031
250, 0.00032
251, 0.00031
252, 0.00031
253, 0.00033
254, 0.00031
255, 0.00031
256, 0.00043
257, 0.00025
258, 0.00026
259, 0.00028
260, 0.00029
261, 0.00026
262, 0.00026
263, 0.00026
264, 0.00026
265, 0.00025
266, 0.00029
267, 0.00026
268, 0.00026
269, 0.00026
270, 0.00025
271, 0.00026
272, 0.00032
273, 0.00029
274, 0.00030
275, 0.00030
276, 0.00030
277, 0.00030
278, 0.00030
279, 0.00033
280, 0.00030
281, 0.00030
282, 0.00030
283, 0.00030
284, 0.00030
285, 0.00031
286, 0.00030
287, 0.00030
288, 0.00030
289, 0.00030
290, 0.00031
291, 0.00032
292, 0.00030
293, 0.00030
294, 0.00030
295, 0.00034
296, 0.00030
297, 0.00032
298, 0.00039
299, 0.00042
300, 0.00041
301, 0.00045
302, 0.00045
303, 0.00043
304, 0.00045
305, 0.00034
306, 0.00037
307, 0.00034
308, 0.00037
309, 0.00034
310, 0.00037
311, 0.00034
312, 0.00038
313, 0.00042
314, 0.00041
315, 0.00042
316, 0.00043
317, 0.00047
318, 0.00046
319, 0.00050
320, 0.00049
321, 0.00050
322, 0.00051
323, 0.00053
324, 0.00053
325, 0.00051
326, 0.00044
327, 0.00045
328, 0.00052
329, 0.00051
330, 0.00051
331, 0.00041
332, 0.00036
333, 0.00041
334, 0.00039
335, 0.00039
336, 0.00044
337, 0.00066
338, 0.00075
339, 0.00152
340, 0.00051
341, 0.00051
342, 0.00053
343, 0.00041
344, 0.00041
345, 0.00045
346, 0.00050
347, 0.00040
348, 0.00042
349, 0.00041
350, 0.00041
351, 0.00043
352, 0.00041
353, 0.00040
354, 0.00049
355, 0.00052
356, 0.00056
357, 0.00055
358, 0.00049
359, 0.00049
360, 0.00052
361, 0.00059
362, 0.00062
363, 0.00052
364, 0.00058
365, 0.00067
366, 0.00062
367, 0.00060
368, 0.00070
369, 0.00069
370, 0.00068
371, 0.00068
372, 0.00076
373, 0.00067
374, 0.00066
375, 0.00057
376, 0.00047
377, 0.00049
378, 0.00057
379, 0.00054
380, 0.00059
381, 0.00072
382, 0.00076
383, 0.00046
384, 0.00048
385, 0.00065
386, 0.00065
387, 0.00066
388, 0.00067
389, 0.00070
390, 0.00073
391, 0.00097
392, 0.00086
393, 0.00145
394, 0.00151
395, 0.00078
396, 0.00069
397, 0.00066
398, 0.00064
399, 0.00064
400, 0.00066
401, 0.00068
402, 0.00070
403, 0.00065
404, 0.00064
405, 0.00069
406, 0.00102
407, 0.00096
408, 0.00097
409, 0.00095
410, 0.00097
411, 0.00095
412, 0.00097
413, 0.00095
414, 0.00099
415, 0.00095
416, 0.00098
417, 0.00099
418, 0.00098
419, 0.00095
419, 0.00097
420, 0.00081
421, 0.00065
422, 0.00073
423, 0.00067
424, 0.00065
425, 0.00067
426, 0.00065
427, 0.00065
428, 0.00065
429, 0.00066
430, 0.00068
431, 0.00065
432, 0.00065
433, 0.00065
434, 0.00065
435, 0.00064
436, 0.00065
437, 0.00065
438, 0.00069
439, 0.00064
440, 0.00065
441, 0.00069
442, 0.00068
443, 0.00065
444, 0.00065
445, 0.00066
446, 0.00068
447, 0.00065
448, 0.00066
449, 0.00066
450, 0.00064
451, 0.00065
452, 0.00066
453, 0.00066
454, 0.00066
455, 0.00064
456, 0.00066
457, 0.00066
458, 0.00066
459, 0.00066
460, 0.00066
461, 0.00065
462, 0.00066
463, 0.00068
464, 0.00065
465, 0.00070
466, 0.00066
467, 0.00065
468, 0.00065
469, 0.00065
470, 0.00065
471, 0.00064
472, 0.00066
473, 0.00066
474, 0.00065
475, 0.00066
476, 0.00066
477, 0.00065
478, 0.00066
479, 0.00067
480, 0.00067
481, 0.00070
482, 0.00065
483, 0.00066
484, 0.00067
485, 0.00064
486, 0.00066
487, 0.00068
488, 0.00066
489, 0.00066
490, 0.00066
491, 0.00066
492, 0.00065
493, 0.00066
494, 0.00066
495, 0.00068
496, 0.00066
497, 0.00066
498, 0.00065
499, 0.00066
500, 0.00066
501, 0.00065
502, 0.00065
503, 0.00067
504, 0.00067
505, 0.00066
506, 0.00065
507, 0.00066
508, 0.00066
509, 0.00065
510, 0.00065
511, 0.00067
512, 0.00132
513, 0.00080
514, 0.00080
515, 0.00079
516, 0.00081
517, 0.00079
518, 0.00079
519, 0.00080
520, 0.00080
521, 0.00080
522, 0.00083
523, 0.00080
524, 0.00080
525, 0.00079
526, 0.00079
527, 0.00080
528, 0.00086
529, 0.00080
530, 0.00080
531, 0.00080
532, 0.00081
533, 0.00080
534, 0.00080
535, 0.00080
536, 0.00081
537, 0.00081
538, 0.00080
539, 0.00080
540, 0.00079
541, 0.00080
542, 0.00080
543, 0.00080
544, 0.00100
545, 0.00096
546, 0.00101
547, 0.00096
548, 0.00098
549, 0.00097
550, 0.00097
551, 0.00096
552, 0.00097
553, 0.00096
554, 0.00096
555, 0.00098
556, 0.00097
557, 0.00097
558, 0.00096
559, 0.00096
560, 0.00097
561, 0.00110
562, 0.00097
563, 0.00096
564, 0.00097
565, 0.00096
566, 0.00095
567, 0.00097
568, 0.00097
569, 0.00097
570, 0.00096
571, 0.00098
572, 0.00097
573, 0.00096
574, 0.00095
575, 0.00097
576, 0.00101
577, 0.00096
578, 0.00096
579, 0.00096
580, 0.00096
581, 0.00098
582, 0.00099
583, 0.00095
584, 0.00098
585, 0.00099
586, 0.00096
587, 0.00096
588, 0.00097
589, 0.00096
590, 0.00097
591, 0.00096
592, 0.00100
593, 0.00098
594, 0.00097
595, 0.00095
596, 0.00098
597, 0.00095
598, 0.00097
599, 0.00097
600, 0.00098
601, 0.00096
602, 0.00098
603, 0.00096
604, 0.00100
605, 0.00096
606, 0.00097
607, 0.00097
608, 0.00114
609, 0.00113
610, 0.00114
611, 0.00113
612, 0.00114
613, 0.00114
614, 0.00118
615, 0.00114
616, 0.00114
617, 0.00115
618, 0.00115
619, 0.00113
620, 0.00116
621, 0.00118
622, 0.00123
623, 0.00117
624, 0.00114
625, 0.00115
626, 0.00113
627, 0.00115
628, 0.00115
629, 0.00113
630, 0.00115
631, 0.00115
632, 0.00117
633, 0.00115
634, 0.00114
635, 0.00114
636, 0.00113
637, 0.00115
638, 0.00115
639, 0.00115
640, 0.00115
641, 0.00113
642, 0.00116
643, 0.00114
644, 0.00113
645, 0.00114
646, 0.00115
647, 0.00117
648, 0.00116
649, 0.00136
650, 0.00142
651, 0.00114
652, 0.00116
653, 0.00115
654, 0.00114
655, 0.00115
656, 0.00115
657, 0.00113
658, 0.00114
659, 0.00114
660, 0.00116
661, 0.00116
662, 0.00114
663, 0.00118
664, 0.00114
665, 0.00115
666, 0.00337
667, 0.00121
668, 0.00116
669, 0.00123
670, 0.00117
671, 0.00114
672, 0.00136
673, 0.00134
674, 0.00133
675, 0.00134
676, 0.00137
677, 0.00134
678, 0.00134
679, 0.00135
680, 0.00137
681, 0.00144
682, 0.00135
683, 0.00133
684, 0.00143
685, 0.00137
686, 0.00134
687, 0.00133
688, 0.00135
689, 0.00134
690, 0.00132
691, 0.00135
692, 0.00135
693, 0.00133
694, 0.00134
695, 0.00135
696, 0.00134
697, 0.00132
698, 0.00134
699, 0.00135
700, 0.00133
701, 0.00133
702, 0.00134
703, 0.00137
704, 0.00135
705, 0.00138
706, 0.00133
707, 0.00137
708, 0.00134
709, 0.00133
710, 0.00132
711, 0.00134
712, 0.00134
713, 0.00133
714, 0.00135
715, 0.00135
716, 0.00133
717, 0.00133
718, 0.00133
719, 0.00134
720, 0.00135
721, 0.00134
722, 0.00134
723, 0.00135
724, 0.00135
725, 0.00133
726, 0.00135
727, 0.00136
728, 0.00135
729, 0.00132
730, 0.00134
